Name,Contact,Specialization
"Mindteck (India) Ltd, Bangalore",Website: www.mindteck.com Email: vijay.kumar@mindteck.com,"Internet applications, Embedded solutions"
MindTree Consulting Pvt.,Website: www.mindtree.com Email:,"Electronic Commerce, Internet Appliances, Telecom"
"Ltd., Bangalore",ashok_soota@mindtree.com,Technology
"Minerva Telelink Pvt.Ltd., New Delhi",Website: www.minervatelelink.com Email: ajaybhartia@minervaholding.com,Remote Data Processing
"Mizoram InformationTechnology Society, Aizawl,",Website: www.zolinks.com Email:mits_mizoram@hotmail.com,"Operating Systems, IT Training, Network Projects,Consultancy"
"ML Infomap Pvt. Ltd., New Delhi",Website: www.mlinfomap.com Email: post@mlinfomap.com,"Development of GIS and Remote Sensing applications, Digital Map Products for India, SatelliteImage Analysis and map data conversion, Internet technologies for mapping"
"Momentum India Private Limited, Noida",Website: www.momentum-tech.com Email: pankaja@momentum-india.com,"Setting up Offshore Technology Centers for Global companies providing Software Services spanning over complete life cycle including Software Design & Development, Sustenance Re-engineering, Customization & Integration, Technical Support andTesting"
"Motech Software Pvt Ltd,Mumbai",Website: www.motechsoftware.com Email:evette@motechsoftware.com,"Emerging Technologies, Banking & Insurance,Telecom, Retail and Distribution, IT Consulting"
"Motorola India Electronics Private Ltd., Bangalore",Website: www.miel.mot.com Email: sammy_sana@miel.mot.com,"Network Management, Communication Protocols, Digital Signal Processing, Systems Engineering"
"Mphasis BFL Ltd., Mumbai",Website: www.mphasis.com Email:vivek.dayal@mphasis.com,"E-commerce, Customer Relationship Management,Systems Integration, Remote Services"
"MTC (India) Pvt. Ltd., Noida",Website: www.mtcindia.com Email: skahuja@mcindia.com,"Custom Software Development (offshore/ onsite), E- business Solutions, Internet Technologies, Onsite Consulting, Environmental Software Products, ITEnabled Services"
"Mukesh & Associates, Tamil Nadu",Website: www.mukeshassociates.com Email: mukeshassociates@vsnl.com,"Computer aided design, Computer aided drafting, CAD Consercsion services, digitalisation ofdocuments"
"N Y Dox Services Ltd, NewDelhi",Website: www.nydoxservices.com Email:nydox@ndb.vsnl.net.in,"IT Enabled services, Medical transcription"
"National Institute of FashionTechnology, New Delhi",Website: www.niftindia.com Email:lvsaptharishi@hotmail.com,Training; Consultancy; Product Development
"NatureSoft Private Limited, Chennai",Website: www.nature-soft.com Email: nature@md2.vsnl.net.in,"Object Oriented Solutions., Microsoft Certified Solution Provider, Object Oriented Databases, Internet / Intranet and Web Solutions, Linux basedServices & Solutions."
"Navayuga Infotech Pvt. Ltd., Hyderabad",Website: www.navayuga.com Email: chandra@navayuga.com,"ERP Implementation - SAP R3, CAD/CAMEngineering Software, Client Server Software Development, Multimedia, E-Commerce, E-Security"
"Navision Software India Pvt Ltd, Gurgaon",Website: www.navision.com Email: sumeet@navision.co.in,"ERP, MRP, E-com, CRM, Web Technologies, WAP,M-Commerce, Portals B2B, B2C, systems integration, application services providers"
"Neco Infotech, Nagpur",Website: www.necoinfotech.com Email:abhi@necoinfotech,"Manufacturing, Finance, E-learning, Health Care"
"NeilSoft Limited, Pune",Website: www.neilsoft.com Email: surendra.agarwal@neilsoft.com,"E-commerce / EDI / Web Technologies/ Internet / Intranet, CAD/CAM/CAE, Systems integration /Networking, Software product development"
"Nelco Limited, Mumbai",Email: nelsoft@vsnl.net,"VSAT and Networking, Drive and Automation, SCADA System, Real Time Software"
"Nelito Systems Limited,Mumbai",Website: www.nelito.com Email:nelitobo@vsnl.com,"Retail Banking Software Solutions, NetworkManagement System, Facility Management, Y2K, Euro Conversion, Packaged Software"
Neptune Information,Website: www.nisl.com Email:,"Client Server based business applications on Oracle,"
"Solutions Limited, Gurgaon",manav@vsnl.com,"Groupware Solutions on Notes Domino, Architectureindependent environment on uniface, E-commerce applications on Java and Domino"
"Net Brahma Technologies Pvt Ltd, Bangalore",Website: www.netbrahma.com Email: bhaskars@netbrahma.com,"IP Internetworking, Telecom / convergence, Network management, ASIC Design & verification"
"Net Edge ComputingSolutions Pvt Ltd, New Delhi",Website: www.netedgecomputing.comEmail: manoj@netedgecomputing.com,"Onsite/ Off Shore Services, Consultancy, SystemsIntegration, Training, Turnkey Projects, Data Conversion, Packaged Software, Off Shore Maintenance, Network Design, Planning andManagement"
"Net Solutions, Chandigarh",Website: www.netsolutionsindia.com Email:sameer@netsolutionsindia.com,"Web application development, Multimediapresentation, Web site design, Software programming"
"Net4India Ltd, New Delhi",Website: www.net4india.com Email:info@net4india.com,"Networking & service integration,Enterprise Accessservice"
"Netaquila Solutions Pvt Ltd, New Delhi",Website: www.netaquila.com Email: anup@netaquila.com,"Microsoft ASP, Visual Inter-Development, Macromedia Design Studio, Java,JSP, Adobe Range of Desigh Products"
"NetBusiness Solutions (India) Ltd., Mumbai",Website: www.netbsolutions.com Email: info@netbsolutions.com,"End-to-end Solutions in SCM, CRM, KM, E-solutions for Pharma"
"Netdecisions Pvt Ltd,Visakhapatnam",Website: www.netdecisions.com Email:manoj.dawane@netdecisions.co.in,"e-commerce enablements, end to end solutions,strategy consultants"
"Netkraft Private Limited, Bangalore",Website: www.net-kraft.com Email: atul@net-kraft.com,"E-Commerce, Portal Development, Web Re- engineering, E-consulting"
"NetraScribe Pvt. Ltd.,Chennai",Website: www.netrascribe.com Email:vasudev_v@mailcity.com,"Medical Transcription, Transcription Training,Software Development, Medical Insurance Billing"
"Network Associates Software Pte Ltd, Mumbai",Website: www.nai.com Email: vdesh@nai.com,"Anti Virus - McAfee, Network visibility, Security, Service desk solutions"
"Network Programs (India) Ltd., Noida (UP)",Website: www.networkprograms.com Email: vipin@networkprograms.com,"Telecom Switching & Network Management, Billing Mediation & System Integration, IP & 3G Solutions,Call Centre Software & CTI Application"
"Network Systems & Technologies (P) Ltd., Trivandrum",Website: www.nesttech.com Email: nj@nestcorp.net,"Process Automation, Manufacturing Automation, Device Drivers, Broad Band Communications, Consumer Electronics, Distributed Computing, Embedded Systems and WAP, E-commerce &Business Applications"
"Newgen Imaging Systems(P) Ltd., Chennai",Website: www.newgenimaging.com Email: info@newgenimaging.com,"SGML, XML Services, Educational & Project Management, Typesetting, Data Entry"
"Newgen Software Technologies Ltd., New Delhi",Website: www.newgensoft.com Email: newgen@newgensoft.com,"Software Development Projects - Offshore or Onsite, Software Product Development in the arrea of Document Management, Imaging, COLD, Workflow and Web-based business automation solutions inTelecom, Banking and Finance Sectors, Manpower & Outsourcing Service"
"NexGenix (India) Pvt Ltd, Mumbai",Website: www.nexgenix.com Email: csaigal@nexgenix.com,"N-tier distributed Client / Server, Web-enabled Applications, E-commerce, Data Warehousing"
"NextBrick Solutions Limited,New Delhi",Website: www.nextbrick.net Email:avanthi.shah@nextbrick.com,"Consultancy and Projects, Systems Integration,Internet Professional Services, IT enabled services"
"NextStep Infotech Pvt Ltd, Pune",Email: uchil@magicsoftware.com,"Onsite & Offshore Services, Products & applicationpackages, Software development & support services, Systems Integration"
"Nihilent Technologies PvtLtd, Pune",Website: www.nihilent.com Email:lcs@nihilent.com,"SRM, CRM, IT Enabled Services, BC support &implementation, Network Management"
"NIIT Ltd., New Delhi",Website: www.niit.com Email: rajeevk@niit.com,"Software Service - Engineering, Re-engineering, Consulting and Offshore Development Centers, Systems Integration, IT Training, Educational Multimedia"
"Nokia TelecommunicationsPvt. Ltd., New Delhi",Website: www.nokia.com Email:matti.suomalainen@nokia.com,"GSM Equipment, Cellular Handsets, TelecomEquipment, Services"
"Novell SoftwareDevelopment (I) Ltd., Bangalore",Website: www.novell.com Email: jveeraraaghava@novell.com,"Directory services and security, Networking andNetware products, Network Management, Groupwise related products and gateways"
"Novellus Systems (India) Pvt Ltd, Bangalore",Website: www.novellus.com Email: ashok.belle@novellus.com,Embedded Software Development
"NSE.IT Ltd., Mumbai",Website: www.nseit.biz Email: nseit_mktg@nseit.biz,"Onsite/offshore eCommerce projects, Entreprise Management/setting up/managing data entry &telecom infrastructure, Securities/financial products, Web enabled application development, eLearing"
"Nucleus Software Exports Pvt. Ltd., New Delhi",Website: www.nucleussoftware.com Email: vishnu@nucleussoftware.com,"Solutions & Services for the Banking & Financial Services Segment, Software Development & Maintenance based on the offshore model, Web based workflow & transaction processingapplications, End-to-end solution for lending businesses"
"NuMark Software Pvt. Ltd.,Bangalore",Website: www.numarksoftware-india.comEmail: pradeepk@numarksoftware- india.com,"Managed Health Care Industry of USA, ERPSolutions, Financial Accounting"
"Numen Technologies PvtLtd, Ahmedabad",Website: www.numenindia.com Email:ap@numenindia.com,"Telecom, Security, E-business, Products"
"Nunet Technologies Pvt.Ltd., Vishakapatnam",Website: www.nunet-tech.com Email:srjayanti@nunet-tech.com,"Software Development Services, Digital ContentServices, Database, Client-Server Solutions"
"OCL Infomatics Ltd., Cochin",Email: kpillai@vsnl.com,"Development and Implementation of computer software, Packages - Catalogue inquiry system, ERPImplementation"
"Omega Interactive Technologies Ltd., Mumbai",Website: www.oitlnet.com Email: george@mail.oitlnet.com,"Web & E- Commerce, Database, Multimedia, IT- Enabled Services"
"Omega Net India (P) Ltd,New Delhi",Website: www.omeganetindia.com Email:rshroff@omegasystemsusa.com,"AS/4000 Software services, Java & E-commerceSolutions, Partners in ERP retail implementation"
Omnesys Technologies Pvt LtdSpecialisation: Location: Bangalore,Website: www.omnesys.com Email: sspandit@omnesysindia.com,"Capital Markets, E-commerce, Financial Service"
"one two three india.com,Mumbai",Website: www.123india.com Email:sanjeev@corp.123india.com,"Internet, E-Commerce, Portals"
"ONICRA Credit Rating Agency of India Ltd,  NewDelhi",Website: www.onicra.com Email: savak@vsnl.com,Individual Credit Rating
"Onward Novell Software (I) Ltd., Mumbai",Website: www.novell.com Email: hmehta@novell.com,"Software Distribution, Networking and Technical Support, NetWork Consultancy Education, Education,Developer Services"
"Onward Technologies Limited, Mumbai",Website: www.onwardgroup.com Email: vs_vaidya@onwardgroup.com,"Client Server Applications Projects, Engineering Application - CAD, CAM, CAE, Middleware, Legacy Systems to Client Server Solutions, Novell Product Centric Software Development, Software ProductDevelopment"
"Opusasia Technologies Pvt.Ltd, Hyderabad",Website: www.opusasia.com Email:info@opusasia.com,"Enterprise solutions, Internet Technologies &networking, Software solutions, Health care solutions"
"Oracle India Private Limited.,",Website: www.oracle-india.com Email:,"RDBMS, Enterprise Resource Planning Software/"
New Delhi,dsanyal@.in.oracle.com,"Enterprise Application Development Tools, Datawarehousing, E-commerce, E-Governance"
"Oracle Solution Services (India) Pvt Ltd, Bangalore",Website: www.oracle.com Email: vibhakar.bhushan@oracle.com,"Technology Solutions, Consultancy - ERP, CRM, Oracle Applications, Consultancy - TechnicalServices"
"Oramasters Software IndiaPvt Ltd, Hyderabad",Website: www.oramasters.com Email:rvelpuri@oramasters.com,"Database Management, Education, EnterpriseBusiness solutions, Consultancy"
"OrbiTech Solutions Limited, Mumbai",Website: www.orbitech.co.in Email: uvm.rao@citicorp.com,"Information Technology Solutions for Citicorp Worldwide, Software Products, Consultancy, TurnkeyProjects"
"Orient Information Technology Ltd., Mumbai",Website: www.orientinfotech.com Email: klvindal@orientinfotech.com,"Offshore Software Development, ERP Products; Implementations & Training Services, Fixed PricedApplications, On-site Consulting Services"
"Oyster Software Solutions, New Delhi",Website: www.oystersol.com Email: manoj.tandon@oystersol.com,"IT Consultancy & Application Development, Consultancy in Banking & Financial Services, inInsurance Sector & in E-governance Solutions"
"Paharpur Business Centre, New Delhi",Website: www.pbcnet.com Email: meattle@pbcnet.com,"Instant Hi-Tech Office Facilities, State-of-the-arttelecommunication facilities, Allied Services - Tours & Travel / Workface / F & B / Recruitment & Training"
"Paladion Networks Pvt Ltd,Navi Mumbai",Website: www.paladionnetworks.comEmail: rajat.mohanti@paladion.net,Network security
"Pan Business Lists Pvt Ltd, New Delhi",Website: www.panbusiness.net Email: pbl@ndf.vsnl.net.in,"Data collection, Data Management Services"
"PAR Computer Sciences (Intl.) Ltd., Mumbai",Website: www.parcomputers.com Email: par@parcomputers.com,"IT Enabled (Web Content Development, Back Office Operations, Data Processing/Conversion, Medical & Legal Transcription), Web Technologies/Internet/Intranet, E-mail Solutions, E- commerce/EDI, RDBMS, Data Warehousing, DataMining, ERP/MRP Solutions"
"Parabola Technologies Pvt. Ltd,  Mumbai",Website: saurabh@hinitron.com Email: saurabh@hinitron.com,"Web enabled applications, E-business solutions, Embedded systems, Systems software device /drive"
"Paragon Solutions (I) Pvt.Ltd., Bangalore",Website: www.paragonsolutionsindia.comEmail: avinash@paragaonsolutions.com,"Internet Computing (COM/DCOM, Java, VBS, MSTransaction Server), Speech Processing (MS SAPI, IAPI, VC++, MS Com, LSAP), Software Engineering & Process, Languages : VC++, C++, VB, Java, GUIDevelopment"
"Parametric Technology Research & Development (India) Limited,  Pune",Website: www.ptc.com Email: aparasni@india.ptc.com,"Packaged Software, Offshore Maintenance Turnkey Projects"
"Paramount Informatics (India) Pvt. Ltd., Chennai",Website: www.paramountworld.com Email: govind@paramountworld.com,"IT Enabled Services, On-Site Services, Software Development, Internet Programming"
"Parsec Technologies (India)Ltd., Gurgaon",Website: www.parsectech.com Email:prabhat.a@parsec.co.in,end to end solutions for call centers
"Patni Computer Systems Ltd., Mumbai",Website: www.patni.com Email: naren.patni@patni.com,"S/w consultancy & Development, Re-engineering & Maintenance of Client Applications and Products, ERP , CRM SCM Solutions, Embedded Systems, E-Commerce, IT Enabled & NSM, GIS"
"Pentamedia GraphicsLimited, Chennai",Website: www.penta-media.com Email:vchandra@penta-media.com,"Education Training, Systems Integration, ProcessControl, CAD/ CAM/ CAE/ GIS"
"Pentasoft Technologies Limited, Chennai",Website: www.pentasoftech.com Email: dkannan@pentasoftech.com,"Internet & e-services, ASP/ISP, Solutions to Banking, Financial, Insurance, Business Application, Logistic & Port Management, Manufacturing, Healthcare,Hospitality segments, Solutions to telecommuncation/Networking Technology,"
"Perisol Technology (India) Pvt. Ltd., Pune",Website: www.perisol.com Email: perisol@vsnl.com,"Development, Porting and Test Projects"
"Persistent Systems Pvt. Ltd.,Pune",Website: www.persistent.co.in Email:info@persistent.co.in,"Database Internals and Query Processing, SystemSoftware / Component Technology, Internet"
"PG Softech Limited, NewDelhi",Website: www.pgsoftech.com Email:contact@pgsoftech.com,"High-end career training, On-site services, IBM E-business Authorised training, E-business solutions"
"Philips Software Centre Pvt. Ltd., Bangalore",Website: www.philipssoftware.com Email: sashidhar.kambham@philips.com,"Use Interface design, DGC Systems, Picture processing, Digital Video Broadcasting / Reception,Set Top Box, Industrial Automation, Embedded Software"
"Phoenix Global Solutioins (India) Pvt. Ltd., Bangalore",Website: www.pgsolutions.com Email: rshastri@banglore.phl.com,"Professional Services - Business Practice Consulting, IT Consulting, Network Services, CompetenceCenters, Industry Solutions, Multimedia Services, Educational Services"
"Phoenix IT Solutions Ltd., Vizag (A.P.)",Website: www.phoenix.co.in Email: muralig@phoenix.co.in,"IT enabled services, Software integration, MIS / DSSfor Power & Telecom sectors, Software for Financial services"
"Pipal Solutions (India) Pvt. Ltd,  New Delhi",Website: www.pipalsoftware.com Email: pipal@pipalsoftware.com,"Software Development Services, Internet / Webenablement; Re-engineering / Porting Services ; Resource Provisioning Services"
"Planet PCI Infotech Ltd, New Delhi",Website: www.planet-pci.com Email: rashmi@prime-pci.com,"Customised Software Development, Maintenance and Modifications to existing programs, Conversion of applications involving changes of OS, Language,RDBMS, Data Entry and OCR"
"PlanetAsia.com Limited, Bangalore",Website: www.Planetasia.com Email: Contactus@Planetasia.com,"Web services, eJuvenate, COntent Management, Enterprise Information Portals, Outsourced ProductDevelopment, eCRM, eProcurement, Enterprise Application Integration"
"Polaris Software Lab Ltd, Chennai",Website: www.polaris.co.in Email: arun.jain@polaris.co.in,"Financial Software Services, Product Migration, ERP, WEB Bridge"
"Power-com Technologies (P)Ltd, Hyderabad",Website: www.powercomtech.com Email:powercomindia@powercomtech.com,"Internet & e-commerce, Data mining & Datawarehousing, Client -server solutions"
"Powersolv India Pvt. Ltd.,Gurgaon",Website: www.powersolv-inc.com Email:anilolindia.com,"Web enabling solutions, CRM, RDBMS, Re-Engineering, Middleware application"
"Pradot Technologies Pvt. Ltd., Bangalore",Website: www.pradot.com Email: tpp@pradot.com,"Medical Transcription, Turnkey Consultancy on Medical Transcription"
"Pramati Technologies (P)Limited,  Hyderabad",Website: www.pramati.com Email:info@pramati.com,"Java, Middleware, Internet/ Application Server"
"Premier Technology Group Pvt. Ltd., Nagpur",Website: www.premiertechnologygroup.com Email: magnesh@ez-data.com,"eCRM Solutions for Insurance & Financial sector, Client Server & web based Solutions, DataWarehousing, Data Mining & Data Migration, Mobile Computing"
"PricewaterhouseCoopers Software Pvt. Ltd.,  Calcutta",Website: www.pwcglobal.com Email: abhijit.roy@in.pwcglobal.com,"ERP implementation, E-business, Datawarehousingand Data Mining, Client-server development, Information systems planning"
"Primark India Pvt. Ltd.,Bangalore",Website: www.tfn.com Email:Sandhya.Vasudevan@tfn.com,Financial services
"Princeton Software Exports Pvt. Ltd., Mumbai",Website: www.princetonglobal.com Email: sgupta@webfyservices.com,Offshore and Onsite software project execution; Training and product distribution; IS Audit
"Prologic First India Pvt Ltd, New Delhi",Website: www.prologicfirst.com Email: amlan@prologicfirst.com,"Client-server development, Packaged software forhotels, clubs and restaurants, Intranet and Internet based transaction processing, Internet, E-commerce"
"Prologix Software Solutions Pvt. Ltd., Lucknow",Website: www.prologixsoft.com Email: vinamra@prologixsoft.com,"Speech Processing, Computer Telephony Integration, Value added solutions for Telecom services providers"
"Pronet Systems Ltd.,Chennai",Website: www.pronet-system.com Email:pronet@md4.vsnl.net.in,"ERP development with all features for middle andsmall industries, Super market with all features."
"Proton Solutions Limited, Bangalore",Website: www.protonsolutions.com Email: protonsolutions@vsnl.com,"Java, Microsoft, Lotus notes, Oracle"
"PSI Data Systems Ltd., Bangalore",Website: www.psi.soft.net Email: venky@psi.soft.net,"Internet, Java and client-server application development, both offshore and onsite development, Network management solutions, Risk servers, Automatic teller machines, banking and financialservices, retail banking and custodial services, Smart Cards"
"Pyxis Technology Solutions Ltd, Vishakhapatnam",Website: www.pyxistechsol.com Email: satish@pyxistechsol.com,"Client-server application, Wireless communication, Networking solutions, E-commerce solutions"
"QAI (India) Limited, NewDelhi",Website: www.qaiindia.com Email:mohnot@qaiindia.com,"Software Process Improvement, SEI CMM / ISO 9000Implementation, Testing, Quality Assurance"
"Quadrant Infotech India Pvt. Ltd., Gurgaon",Website: www.quadrantindia.com Email: brij@quadrantindia.com,"Data entry of text and numeric data (accuracy>99.995%), Data entry from images and handwritten forms, Rapid turn around keying projects(12-24 hours), Offshore email processing"
"Quantum Information Systems Ltd, New Delhi",Website: www.quantum.edu Email: information@quantrum.edu,High end Internet based education
"Quantum Softech Limited, Hyderabad",Website: www.quantumsoftech.com Email: info@quantumsofttech.com,"Very large distributed database management, Telecommunication Software Development, Web technologies application"
"Quest Syscon International Pvt. Ltd., Hyderabad",Website: www.questsyscon.com Email: questmumbai@vsnl.net.in,"Applications for Healthcare Industry, Applications for Business Management, Financial Accounting, Applications for Automotive Business Managementand operations support, On-site and Offshore software development and maintenance."
"R C S Technologies, Bangalore",Website: www.rcssoft.com Email: singh@vsnl.com,"Internet / Intranet application, Iplanet, Weblogic,Websphere, Partner to Sun Microsystems for Java and solaris"
"R M Software India Pvt. Ltd.,Noida",Website: www.rmsinet.com Email:rmsi@riskinc.com,"Geographic Information Systems, Map / Drawing dataconversion, GIS software applications, Natural hazard risk engineering"
"R S Software (India) Ltd.,Calcutta",Website: www.rssoftware.com Email:rajjain@rssoftware.com,"IBM Mainframe, Client-server computing,Datawarehousing, Work Flow automation, Web based application development"
"R Systems International Limited, Noida",Website: www.rsystems.com Email: baldev.singh@rsystems.com,"Onsite Services, Consultancy, Packaged Software, Off shore services, Systems Integration, Turnkey Projects"
"Rabo India Finance Pvt Ltd, Mumbai",Website: www.rabobank.com/india Email: ronil.sujan@bom.rabobank.com,"M&A, Strategic advisory, Private, Strategic equity, Joint venture advisory with Dutch, Benelux Technology Cos., Other financing solutions"
"Rajasthan State Agency For Computer Services, Jaipur",Website: www.rajcomp.net Email: info@rajcomp.net,"Client Server Solutions, Web Technologies, E- Commerce, Geographical Information System basedSolutions, Multimedia,Â  Education & Training , (PGDCA/Awareness & High end courses)"
"Ram Informatics Ltd., Hyderabad",Website: www.raminfo.com Email: jagadees@raminfo.com,"Offshore software development, Client-servercomputing, ERP - MRP solutions, Euro conversion, Internet/Intranet computing, IT education and training"
"Ramco Systems Ltd, Chennai",Website: www.ramco.com Email: jana@rsi.ramco.com,Ramco
"Ramtech CorporationLimited, New Delhi",,"Software Development, Consultancy and sale ofpackaged software"
"Rapid Effect Pvt Ltd, Pune",Website: www.rapideffect.com Email: info@rapideffect.com,"Oracle/Peoplesoft ERP, Embedded systems, Web applications, Device to device integration"
"Rational Software India Pvt Ltd, Bangalore",Website: www.rational.com Email: sindhu@rational.com,"Software development tools, Technical consultancy, Training"
"Rave Technologies (India) Pvt Ltd, Mumbai",Website: www.rave-tech.com Email: saloni.jhaveri@rave-tech.com,"Client-server applications with GUI front-ends and RDBMS back-ends configurable systems, Windows, Object oriented and internet technologies., Databases and tools : VisualBasic, Visual C++, Java, Delphi,Oracle, SQL Server, Btrieve, Sybase, Middleware : M"
"Realtime Techsolutions Pvt.Ltd., Bangalore",Email: raj@rttsindia.com,"Consulting, Software, System Integration, Training"
"Rebus Software Pvt. Ltd., Gurgaon",Website: www.rebusgroup.com Email: henry.d'souza@rebustechnologies.com,"Insurance Sector Software, Electronic Business, Knowledge Management, Human Resources"
"rediff.com India Limited, Mumbai",Website: www.rediff.com Email: ajitb@rediff.co.in,"E-commerce, News And Information Site"
"Reliable Web Solutions Pvt. Ltd., Hyderabad",Website: www.reliablecorp.com Email: maakaz@reliablecorp.com,"B2B Application and Product Development, Wireless Application and Product Development, Customised E-Commerce application and product development"
"RelQ Software Pvt Ltd, Bangalore",Website: www.relq.com Email: mutalik@relq.com,"Internet & web, Real Time Embedded Software, Banking & Finance, Aerospace & Mission CriticalApplications"
"Repro India Ltd., Mumbai",Website: www.reproindialtd.com Email: romi@reproindialtd.com,"Fulfillment services for the IT industry - fields of education, software & publishing; from product designto manufacturing to inventory management to pick pack and ship to distribution to databasemanagement, Corporate Communication i.e. Annual Report,"
"Reservation Data Maintenance (India) Pvt.Ltd., New Delhi",Website: www.rdmindia.com Email: jdasan@amadeusindia.net,"On-line data processing, Offshore and onsite software development, OOPS, Web technologies, Client-servercomputing"
"Resonance Technologies (P) Ltd., Hyderabad",Website: www.resonance.com Email: rtplhyd@hd1.vsnl.net.in,"Client-server solutions, Object oriented technology applications, Web-based services and products,Process automation, Consulting services and training"
"RICO Softech Ltd, Gurgaon",Website: www.ricosoftech.com Email: rakeshkapur@ricoauto.com,"CAD/CAM/CAE, Projects, services & training, software development, product development,consultancy services"
"RIICO Ltd, Jaipur",Website: www.riico.com Email:riico@jp1.dot.net.in,"Infrastructure provider to IT, Term loan assistant to IT,VC, policy support"
"Rishabh Software Pvt Ltd, Vadodara",Website: www.rishabhsoft.com Email: info@rishabhsoft.com,"Software development, Turn key Projects, Execution of Migration Projects, On site consultancy and training"
"River Run Software Group, Noida",Website: www.riverrun.com Email: ranjit.singh@riverrun.com,"Mobile Computing (Remote wireless connectivity to enterprise on Handheld PCs and Laptops), Telecommunications (Embedded systems for telecom testing, Customer care systems, Wireless Local Loop and Computer telephony integration), Networkmanagement, Commu"
"Robert BOSCH India Limited, Bangalore",Website: www.boschindia.com Email: chidambaram.s@in.bosch.com,"Embedded systems, Telecommunication, Client-server and web-based applications and ERP implementation, Industrial automation"
"Rolta India Ltd., Mumbai",Website: www.rolta.com Email: cmd@rolta.com,"GIS & mapping, plant design systems, Generic CAD / CAM / CAE, Networking, digital media, publishing &"
"Ruksun SoftwareTechnologies Ltd., Pune",Website: www.ruksun.com Email:rajkumar@ruksun.com,"Packaged Software, Offshore Maintenance"
"S G Martin Infoway Ltd., New Delhi",Website: www.sg-martin.com Email: sarabjit@sg-martin.com,"Custom Application Development, Web based Solutions, Business Process Outsourcing, System Integration & e-learning"
"S P Software Technologies(I) Pvt. Ltd., Pune",Website: www.spsoftindia.com Email: sangram@spsoftindia.com,"System development, internet Technologies, Client- server Application, Medical Transcription"
"Saba Software India Pvt Ltd,Mumbai",Website: www.saba.com Email:gmehra@saba.com,"eLearning, eCompetencies, Learning managementsystems"
"Saiinfo Ltd, Noida",Website: www.saiinfoglobal.com Email: narayan.gopalakrishnan@saiinfoglobal.com,"Business Software Development, Web developing & hosting, Project management &implementation, Network & Hardwork Support"
"Sak Infotech Limited, Chennai",Website: www.sakinfotech.com Email: info@sakinfotech.com,"Euro Currency Conversion, Banking/ Financial Software Solutions, E - Commerce Solutions, Enterprise Systems Management"
"Sampatti.com Limited, New Delhi",Website: www.sampatti.com Email: info@sampatti.com,Property & Real Estate
"Sampoorna Matchjobs.comPvt Ltd, Mumbai",Website: www.globalr2r.com Email:satish.doshi@globalr2r.com,Global B2B exchange recruitment
"Samsung Electronics IndiaSoftware Operations (SISO), Bangalore",Website: www.samsung.co.kr Email: gyuchool@samsung.co.kr,"Networking , Telecom, Communication Software"
"Samsung SDS Co. Ltd.,Bangalore",Website: www.sds.samsung.com Email:giridhar@samsungsdsindia.com,"Internet based products/solutions, Package solutionsfor small & medium operations"
"Samsung SDS Infotech Pvt Ltd, Gurgaon",Website: www.esamsungunit.com Email: sidharth@esamsung.com,"Software Development & Systems Integration, Consulting for Embedded Systems, DataComm Protocols, Telecom Applications, B2B/B2C Exchanges, Groupware & Workflow, Enterprise Relationship Management, Enterprise ApplicationIntegration & ERP"
"Samtech Infonet Ltd, NewDelhi",Website: www.samtechinfonet.com Email:alok.gupta@samtechindia.com,"E-commerce, Data centre services, Network services,Systems Integration"
"Samyak Infotech Pvt. Ltd., Ahmedabad",Website: www.samyak.com Email: rgandhi@samyak.com,"IT Enabled , E-commerce , Software Maintenance / Migration , Software development services"
"Sanchez Capital ServicesPrivate Limited, Mumbai",Website: www.sanchezindia.com Email:rnayar@sanchezindia.com,"Banking & financial services, Implementationservices, IT Consulting, product integration"
"Sankhya Infotech Ltd, Secunderabad",Website: www.sankhyainfotech.com Email: n.sridhar@sankhyainfotech.com,"Aviation, Logistics, Hospitality, Web based training"
"Sanyo LSI Technology IndiaPvt. Ltd., Bangalore",Website: www.sanyo.co.in Email:raghu@sanyo.co.in,"VLSI design, Embedded software development"
"SAP India Pvt. Ltd., Bangalore",Website: www.sap.com/india Email: Ruth.Connolly@sap.com,ERP
"Sapient Corporation Pvt Ltd,New Delhi",Website: www.sapient.com Email:agovil@sapient.com,"Integrated strategies, Creatives, technology,Experience Modelling"
"Sapphire Callnet Pvt Ltd,",Website: www.callnetindia.com Email:,"IT trainning, Call centre consulting, trainning &"
New Delhi,mahendra_saxena@hotmail.com,"manpower provider, IT enabled services provider"
"Sar Softech Pvt Ltd, New Delhi",Website: www.sarsoftech.com Email: sarsoft@sarsoftech.com,"Software development, IT Enabled Services(GIS/CAD), E-commerce, Internet, Datawarehousing, Data Processing"
"Sara Infotech Pvt Ltd, Mumbai",Website: www.sarainfotech.com Email: sara@giasbm01.vsnl.net.in,"Packaged software development, Onsite / Offshoreservices, Enterprise resource planning, Consultancy and training, Turnkey projects"
"Sarla Technologies, Navi Mumbai",Website: www.pidilite.com Email: apmehta@pidilite.com,"LIMS, CMMS, Industrial Research Software, MPU"
"SAS Global Services Pvt.Ltd., Pune",Website: www.sas.com/sgs Email:surekha.deshpande@sas.com,"Business Intelligence Solutions, Data Mining, DataWarehousing"
"Sasken Communication Technologies Limited,Bangalore",Website: www.sasi.com Email: rajiv@sasi.com,"Telecommunications, Signal Processing, Design Automation"
