Company Name,Place,Website,Email,Specialization
Newgen Imaging Systems(P) Ltd., Chennai,www.newgenimaging.com,info@newgenimaging.com,"SGML, XML Services, Educational & Project Management, Typesetting, Data Entry"
Newgen Software Technologies Ltd., New Delhi,www.newgensoft.com,newgen@newgensoft.com,"Software Development Projects - Offshore or Onsite, Software Product Development in the arrea of Document Management, Imaging, COLD, Workflow and Web-based business automation solutions inTelecom, Banking and Finance Sectors, Manpower & Outsourcing Service"
NexGenix (India) Pvt Ltd, Mumbai,www.nexgenix.com,csaigal@nexgenix.com,"N-tier distributed Client / Server, Web-enabled Applications, E-commerce, Data Warehousing"
NextBrick Solutions Limited,New Delhi,www.nextbrick.net,avanthi.shah@nextbrick.com,"Consultancy and Projects, Systems Integration,Internet Professional Services, IT enabled services"
NextStep Infotech Pvt Ltd, Pune,,uchil@magicsoftware.com,"Onsite & Offshore Services, Products & applicationpackages, Software development & support services, Systems Integration"
Nihilent Technologies PvtLtd, Pune,www.nihilent.com,lcs@nihilent.com,"SRM, CRM, IT Enabled Services, BC support &implementation, Network Management"
NIIT Ltd., New Delhi,www.niit.com,rajeevk@niit.com,"Software Service - Engineering, Re-engineering, Consulting and Offshore Development Centers, Systems Integration, IT Training, Educational Multimedia"
Nokia TelecommunicationsPvt. Ltd., New Delhi,www.nokia.com,matti.suomalainen@nokia.com,"GSM Equipment, Cellular Handsets, TelecomEquipment, Services"
Novell SoftwareDevelopment (I) Ltd., Bangalore,www.novell.com,jveeraraaghava@novell.com,"Directory services and security, Networking andNetware products, Network Management, Groupwise related products and gateways"
Novellus Systems (India) Pvt Ltd, Bangalore,www.novellus.com,ashok.belle@novellus.com,Embedded Software Development
NSE.IT Ltd., Mumbai,www.nseit.biz,nseit_mktg@nseit.biz,"Onsite/offshore eCommerce projects, Entreprise Management/setting up/managing data entry &telecom infrastructure, Securities/financial products, Web enabled application development, eLearing"
Nucleus Software Exports Pvt. Ltd., New Delhi,www.nucleussoftware.com,vishnu@nucleussoftware.com,"Solutions & Services for the Banking & Financial Services Segment, Software Development & Maintenance based on the offshore model, Web based workflow & transaction processingapplications, End-to-end solution for lending businesses"
NuMark Software Pvt. Ltd.,Bangalore,www.numarksoftware-india.com,pradeepk@numarksoftware- india.com,"Managed Health Care Industry of USA, ERPSolutions, Financial Accounting"
Numen Technologies PvtLtd, Ahmedabad,www.numenindia.com,ap@numenindia.com,"Telecom, Security, E-business, Products"
Nunet Technologies Pvt.Ltd., Vishakapatnam,www.nunet-tech.com,srjayanti@nunet-tech.com,"Software Development Services, Digital ContentServices, Database, Client-Server Solutions"
OCL Infomatics Ltd., Cochin,,kpillai@vsnl.com,"Development and Implementation of computer software, Packages - Catalogue inquiry system, ERPImplementation"
Omega Interactive Technologies Ltd., Mumbai,www.oitlnet.com,george@mail.oitlnet.com,"Web & E- Commerce, Database, Multimedia, IT- Enabled Services"
Omega Net India (P) Ltd,New Delhi,www.omeganetindia.com,rshroff@omegasystemsusa.com,"AS/4000 Software services, Java & E-commerceSolutions, Partners in ERP retail implementation"
Omnesys Technologies Pvt LtdSpecialisation: Location: Bangalore,,www.omnesys.com,sspandit@omnesysindia.com,"Capital Markets, E-commerce, Financial Service"
one two three india.com,Mumbai,www.123india.com,sanjeev@corp.123india.com,"Internet, E-Commerce, Portals"
ONICRA Credit Rating Agency of India Ltd,  NewDelhi,www.onicra.com,savak@vsnl.com,Individual Credit Rating
Onward Novell Software (I) Ltd., Mumbai,www.novell.com,hmehta@novell.com,"Software Distribution, Networking and Technical Support, NetWork Consultancy Education, Education,Developer Services"
Onward Technologies Limited, Mumbai,www.onwardgroup.com,vs_vaidya@onwardgroup.com,"Client Server Applications Projects, Engineering Application - CAD, CAM, CAE, Middleware, Legacy Systems to Client Server Solutions, Novell Product Centric Software Development, Software ProductDevelopment"
Opusasia Technologies Pvt.Ltd, Hyderabad,www.opusasia.com,info@opusasia.com,"Enterprise solutions, Internet Technologies &networking, Software solutions, Health care solutions"
Oracle India Private Limited.,,www.oracle-india.com,,"RDBMS, Enterprise Resource Planning Software/"
New Delhi,,,,"Enterprise Application Development Tools, Datawarehousing, E-commerce, E-Governance"
Oracle Solution Services (India) Pvt Ltd, Bangalore,www.oracle.com,vibhakar.bhushan@oracle.com,"Technology Solutions, Consultancy - ERP, CRM, Oracle Applications, Consultancy - TechnicalServices"
Oramasters Software IndiaPvt Ltd, Hyderabad,www.oramasters.com,rvelpuri@oramasters.com,"Database Management, Education, EnterpriseBusiness solutions, Consultancy"
OrbiTech Solutions Limited, Mumbai,www.orbitech.co.in,uvm.rao@citicorp.com,"Information Technology Solutions for Citicorp Worldwide, Software Products, Consultancy, TurnkeyProjects"
Orient Information Technology Ltd., Mumbai,www.orientinfotech.com,klvindal@orientinfotech.com,"Offshore Software Development, ERP Products; Implementations & Training Services, Fixed PricedApplications, On-site Consulting Services"
Oyster Software Solutions, New Delhi,www.oystersol.com,manoj.tandon@oystersol.com,"IT Consultancy & Application Development, Consultancy in Banking & Financial Services, inInsurance Sector & in E-governance Solutions"
Paharpur Business Centre, New Delhi,www.pbcnet.com,meattle@pbcnet.com,"Instant Hi-Tech Office Facilities, State-of-the-arttelecommunication facilities, Allied Services - Tours & Travel / Workface / F & B / Recruitment & Training"
Paladion Networks Pvt Ltd,Navi Mumbai,www.paladionnetworks.com,rajat.mohanti@paladion.net,Network security
Pan Business Lists Pvt Ltd, New Delhi,www.panbusiness.net,pbl@ndf.vsnl.net.in,"Data collection, Data Management Services"
PAR Computer Sciences (Intl.) Ltd., Mumbai,www.parcomputers.com,par@parcomputers.com,"IT Enabled (Web Content Development, Back Office Operations, Data Processing/Conversion, Medical & Legal Transcription), Web Technologies/Internet/Intranet, E-mail Solutions, E- commerce/EDI, RDBMS, Data Warehousing, DataMining, ERP/MRP Solutions"
Parabola Technologies Pvt. Ltd,  Mumbai,saurabh@hinitron.com,saurabh@hinitron.com,"Web enabled applications, E-business solutions, Embedded systems, Systems software device /drive"
Paragon Solutions (I) Pvt.Ltd., Bangalore,www.paragonsolutionsindia.com,avinash@paragaonsolutions.com,"Internet Computing (COM/DCOM, Java, VBS, MSTransaction Server), Speech Processing (MS SAPI, IAPI, VC++, MS Com, LSAP), Software Engineering & Process, Languages : VC++, C++, VB, Java, GUIDevelopment"
Parametric Technology Research & Development (India) Limited,  Pune,www.ptc.com,aparasni@india.ptc.com,"Packaged Software, Offshore Maintenance Turnkey Projects"
Paramount Informatics (India) Pvt. Ltd., Chennai,www.paramountworld.com,govind@paramountworld.com,"IT Enabled Services, On-Site Services, Software Development, Internet Programming"
Parsec Technologies (India)Ltd., Gurgaon,www.parsectech.com,prabhat.a@parsec.co.in,end to end solutions for call centers
Patni Computer Systems Ltd., Mumbai,www.patni.com,naren.patni@patni.com,"S/w consultancy & Development, Re-engineering & Maintenance of Client Applications and Products, ERP , CRM SCM Solutions, Embedded Systems, E-Commerce, IT Enabled & NSM, GIS"
Pentamedia GraphicsLimited, Chennai,www.penta-media.com,vchandra@penta-media.com,"Education Training, Systems Integration, ProcessControl, CAD/ CAM/ CAE/ GIS"
Pentasoft Technologies Limited, Chennai,www.pentasoftech.com,dkannan@pentasoftech.com,"Internet & e-services, ASP/ISP, Solutions to Banking, Financial, Insurance, Business Application, Logistic & Port Management, Manufacturing, Healthcare,Hospitality segments, Solutions to telecommuncation/Networking Technology,"
Perisol Technology (India) Pvt. Ltd., Pune,www.perisol.com,perisol@vsnl.com,"Development, Porting and Test Projects"
Persistent Systems Pvt. Ltd.,Pune,www.persistent.co.in,info@persistent.co.in,"Database Internals and Query Processing, SystemSoftware / Component Technology, Internet"
PG Softech Limited, NewDelhi,www.pgsoftech.com,contact@pgsoftech.com,"High-end career training, On-site services, IBM E-business Authorised training, E-business solutions"
Philips Software Centre Pvt. Ltd., Bangalore,www.philipssoftware.com,sashidhar.kambham@philips.com,"Use Interface design, DGC Systems, Picture processing, Digital Video Broadcasting / Reception,Set Top Box, Industrial Automation, Embedded Software"
Phoenix Global Solutioins (India) Pvt. Ltd., Bangalore,www.pgsolutions.com,rshastri@banglore.phl.com,"Professional Services - Business Practice Consulting, IT Consulting, Network Services, CompetenceCenters, Industry Solutions, Multimedia Services, Educational Services"
Phoenix IT Solutions Ltd., Vizag (A.P.),www.phoenix.co.in,muralig@phoenix.co.in,"IT enabled services, Software integration, MIS / DSSfor Power & Telecom sectors, Software for Financial services"
Pipal Solutions (India) Pvt. Ltd,  New Delhi,www.pipalsoftware.com,pipal@pipalsoftware.com,"Software Development Services, Internet / Webenablement; Re-engineering / Porting Services ; Resource Provisioning Services"
Planet PCI Infotech Ltd, New Delhi,www.planet-pci.com,rashmi@prime-pci.com,"Customised Software Development, Maintenance and Modifications to existing programs, Conversion of applications involving changes of OS, Language,RDBMS, Data Entry and OCR"
PlanetAsia.com Limited, Bangalore,www.Planetasia.com,Contactus@Planetasia.com,"Web services, eJuvenate, COntent Management, Enterprise Information Portals, Outsourced ProductDevelopment, eCRM, eProcurement, Enterprise Application Integration"
Polaris Software Lab Ltd, Chennai,www.polaris.co.in,arun.jain@polaris.co.in,"Financial Software Services, Product Migration, ERP, WEB Bridge"
Power-com Technologies (P)Ltd, Hyderabad,www.powercomtech.com,powercomindia@powercomtech.com,"Internet & e-commerce, Data mining & Datawarehousing, Client -server solutions"
Powersolv India Pvt. Ltd.,Gurgaon,www.powersolv-inc.com,anilolindia.com,"Web enabling solutions, CRM, RDBMS, Re-Engineering, Middleware application"
Pradot Technologies Pvt. Ltd., Bangalore,www.pradot.com,tpp@pradot.com,"Medical Transcription, Turnkey Consultancy on Medical Transcription"
Pramati Technologies (P)Limited,  Hyderabad,www.pramati.com,info@pramati.com,"Java, Middleware, Internet/ Application Server"
Premier Technology Group Pvt. Ltd., Nagpur,www.premiertechnologygroup.com,magnesh@ez-data.com,"eCRM Solutions for Insurance & Financial sector, Client Server & web based Solutions, DataWarehousing, Data Mining & Data Migration, Mobile Computing"
PricewaterhouseCoopers Software Pvt. Ltd.,  Calcutta,www.pwcglobal.com,abhijit.roy@in.pwcglobal.com,"ERP implementation, E-business, Datawarehousingand Data Mining, Client-server development, Information systems planning"
Primark India Pvt. Ltd.,Bangalore,www.tfn.com,Sandhya.Vasudevan@tfn.com,Financial services
Princeton Software Exports Pvt. Ltd., Mumbai,www.princetonglobal.com,sgupta@webfyservices.com,Offshore and Onsite software project execution; Training and product distribution; IS Audit
Prologic First India Pvt Ltd, New Delhi,www.prologicfirst.com,amlan@prologicfirst.com,"Client-server development, Packaged software forhotels, clubs and restaurants, Intranet and Internet based transaction processing, Internet, E-commerce"
Prologix Software Solutions Pvt. Ltd., Lucknow,www.prologixsoft.com,vinamra@prologixsoft.com,"Speech Processing, Computer Telephony Integration, Value added solutions for Telecom services providers"
Pronet Systems Ltd.,Chennai,www.pronet-system.com,pronet@md4.vsnl.net.in,"ERP development with all features for middle andsmall industries, Super market with all features."
Proton Solutions Limited, Bangalore,www.protonsolutions.com,protonsolutions@vsnl.com,"Java, Microsoft, Lotus notes, Oracle"
PSI Data Systems Ltd., Bangalore,www.psi.soft.net,venky@psi.soft.net,"Internet, Java and client-server application development, both offshore and onsite development, Network management solutions, Risk servers, Automatic teller machines, banking and financialservices, retail banking and custodial services, Smart Cards"
Pyxis Technology Solutions Ltd, Vishakhapatnam,www.pyxistechsol.com,satish@pyxistechsol.com,"Client-server application, Wireless communication, Networking solutions, E-commerce solutions"
QAI (India) Limited, NewDelhi,www.qaiindia.com,mohnot@qaiindia.com,"Software Process Improvement, SEI CMM / ISO 9000Implementation, Testing, Quality Assurance"
Quadrant Infotech India Pvt. Ltd., Gurgaon,www.quadrantindia.com,brij@quadrantindia.com,"Data entry of text and numeric data (accuracy>99.995%), Data entry from images and handwritten forms, Rapid turn around keying projects(12-24 hours), Offshore email processing"
Quantum Information Systems Ltd, New Delhi,www.quantum.edu,information@quantrum.edu,High end Internet based education
Quantum Softech Limited, Hyderabad,www.quantumsoftech.com,info@quantumsofttech.com,"Very large distributed database management, Telecommunication Software Development, Web technologies application"
Quest Syscon International Pvt. Ltd., Hyderabad,www.questsyscon.com,questmumbai@vsnl.net.in,"Applications for Healthcare Industry, Applications for Business Management, Financial Accounting, Applications for Automotive Business Managementand operations support, On-site and Offshore software development and maintenance."
R C S Technologies, Bangalore,www.rcssoft.com,singh@vsnl.com,"Internet / Intranet application, Iplanet, Weblogic,Websphere, Partner to Sun Microsystems for Java and solaris"
R M Software India Pvt. Ltd.,Noida,www.rmsinet.com,rmsi@riskinc.com,"Geographic Information Systems, Map / Drawing dataconversion, GIS software applications, Natural hazard risk engineering"
R S Software (India) Ltd.,Calcutta,www.rssoftware.com,rajjain@rssoftware.com,"IBM Mainframe, Client-server computing,Datawarehousing, Work Flow automation, Web based application development"
R Systems International Limited, Noida,www.rsystems.com,baldev.singh@rsystems.com,"Onsite Services, Consultancy, Packaged Software, Off shore services, Systems Integration, Turnkey Projects"
Rabo India Finance Pvt Ltd, Mumbai,www.rabobank.com/india,ronil.sujan@bom.rabobank.com,"M&A, Strategic advisory, Private, Strategic equity, Joint venture advisory with Dutch, Benelux Technology Cos., Other financing solutions"
Rajasthan State Agency For Computer Services, Jaipur,www.rajcomp.net,info@rajcomp.net,"Client Server Solutions, Web Technologies, E- Commerce, Geographical Information System basedSolutions, Multimedia,Â  Education & Training , (PGDCA/Awareness & High end courses)"
Ram Informatics Ltd., Hyderabad,www.raminfo.com,jagadees@raminfo.com,"Offshore software development, Client-servercomputing, ERP - MRP solutions, Euro conversion, Internet/Intranet computing, IT education and training"
Ramco Systems Ltd, Chennai,www.ramco.com,jana@rsi.ramco.com,Ramco
Ramtech CorporationLimited, New Delhi,,,"Software Development, Consultancy and sale ofpackaged software"
Rapid Effect Pvt Ltd, Pune,www.rapideffect.com,info@rapideffect.com,"Oracle/Peoplesoft ERP, Embedded systems, Web applications, Device to device integration"
Rational Software India Pvt Ltd, Bangalore,www.rational.com,sindhu@rational.com,"Software development tools, Technical consultancy, Training"
Rave Technologies (India) Pvt Ltd, Mumbai,www.rave-tech.com,saloni.jhaveri@rave-tech.com,"Client-server applications with GUI front-ends and RDBMS back-ends configurable systems, Windows, Object oriented and internet technologies., Databases and tools : VisualBasic, Visual C++, Java, Delphi,Oracle, SQL Server, Btrieve, Sybase, Middleware : M"
Realtime Techsolutions Pvt.Ltd., Bangalore,,raj@rttsindia.com,"Consulting, Software, System Integration, Training"
Rebus Software Pvt. Ltd., Gurgaon,www.rebusgroup.com,henry.d'souza@rebustechnologies.com,"Insurance Sector Software, Electronic Business, Knowledge Management, Human Resources"
rediff.com India Limited, Mumbai,www.rediff.com,ajitb@rediff.co.in,"E-commerce, News And Information Site"
Reliable Web Solutions Pvt. Ltd., Hyderabad,www.reliablecorp.com,maakaz@reliablecorp.com,"B2B Application and Product Development, Wireless Application and Product Development, Customised E-Commerce application and product development"
RelQ Software Pvt Ltd, Bangalore,www.relq.com,mutalik@relq.com,"Internet & web, Real Time Embedded Software, Banking & Finance, Aerospace & Mission CriticalApplications"
Repro India Ltd., Mumbai,www.reproindialtd.com,romi@reproindialtd.com,"Fulfillment services for the IT industry - fields of education, software & publishing; from product designto manufacturing to inventory management to pick pack and ship to distribution to databasemanagement, Corporate Communication i.e. Annual Report,"
Reservation Data Maintenance (India) Pvt.Ltd., New Delhi,www.rdmindia.com,jdasan@amadeusindia.net,"On-line data processing, Offshore and onsite software development, OOPS, Web technologies, Client-servercomputing"
Resonance Technologies (P) Ltd., Hyderabad,www.resonance.com,rtplhyd@hd1.vsnl.net.in,"Client-server solutions, Object oriented technology applications, Web-based services and products,Process automation, Consulting services and training"
RICO Softech Ltd, Gurgaon,www.ricosoftech.com,rakeshkapur@ricoauto.com,"CAD/CAM/CAE, Projects, services & training, software development, product development,consultancy services"
RIICO Ltd, Jaipur,www.riico.com,riico@jp1.dot.net.in,"Infrastructure provider to IT, Term loan assistant to IT,VC, policy support"
Rishabh Software Pvt Ltd, Vadodara,www.rishabhsoft.com,info@rishabhsoft.com,"Software development, Turn key Projects, Execution of Migration Projects, On site consultancy and training"
River Run Software Group, Noida,www.riverrun.com,ranjit.singh@riverrun.com,"Mobile Computing (Remote wireless connectivity to enterprise on Handheld PCs and Laptops), Telecommunications (Embedded systems for telecom testing, Customer care systems, Wireless Local Loop and Computer telephony integration), Networkmanagement, Commu"
Robert BOSCH India Limited, Bangalore,www.boschindia.com,chidambaram.s@in.bosch.com,"Embedded systems, Telecommunication, Client-server and web-based applications and ERP implementation, Industrial automation"
Rolta India Ltd., Mumbai,www.rolta.com,cmd@rolta.com,"GIS & mapping, plant design systems, Generic CAD / CAM / CAE, Networking, digital media, publishing &"
Ruksun SoftwareTechnologies Ltd., Pune,www.ruksun.com,rajkumar@ruksun.com,"Packaged Software, Offshore Maintenance"
S G Martin Infoway Ltd., New Delhi,www.sg-martin.com,sarabjit@sg-martin.com,"Custom Application Development, Web based Solutions, Business Process Outsourcing, System Integration & e-learning"
S P Software Technologies(I) Pvt. Ltd., Pune,www.spsoftindia.com,sangram@spsoftindia.com,"System development, internet Technologies, Client- server Application, Medical Transcription"
Saba Software India Pvt Ltd,Mumbai,www.saba.com,gmehra@saba.com,"eLearning, eCompetencies, Learning managementsystems"
Saiinfo Ltd, Noida,www.saiinfoglobal.com,narayan.gopalakrishnan@saiinfoglobal.com,"Business Software Development, Web developing & hosting, Project management &implementation, Network & Hardwork Support"
Sak Infotech Limited, Chennai,www.sakinfotech.com,info@sakinfotech.com,"Euro Currency Conversion, Banking/ Financial Software Solutions, E - Commerce Solutions, Enterprise Systems Management"
Sampatti.com Limited, New Delhi,www.sampatti.com,info@sampatti.com,Property & Real Estate
Sampoorna Matchjobs.comPvt Ltd, Mumbai,www.globalr2r.com,satish.doshi@globalr2r.com,Global B2B exchange recruitment
Samsung Electronics IndiaSoftware Operations (SISO), Bangalore,www.samsung.co.kr,gyuchool@samsung.co.kr,"Networking , Telecom, Communication Software"
Samsung SDS Co. Ltd.,Bangalore,www.sds.samsung.com,giridhar@samsungsdsindia.com,"Internet based products/solutions, Package solutionsfor small & medium operations"
Samsung SDS Infotech Pvt Ltd, Gurgaon,www.esamsungunit.com,sidharth@esamsung.com,"Software Development & Systems Integration, Consulting for Embedded Systems, DataComm Protocols, Telecom Applications, B2B/B2C Exchanges, Groupware & Workflow, Enterprise Relationship Management, Enterprise ApplicationIntegration & ERP"
Samtech Infonet Ltd, NewDelhi,www.samtechinfonet.com,alok.gupta@samtechindia.com,"E-commerce, Data centre services, Network services,Systems Integration"
Samyak Infotech Pvt. Ltd., Ahmedabad,www.samyak.com,rgandhi@samyak.com,"IT Enabled , E-commerce , Software Maintenance / Migration , Software development services"
Sanchez Capital ServicesPrivate Limited, Mumbai,www.sanchezindia.com,rnayar@sanchezindia.com,"Banking & financial services, Implementationservices, IT Consulting, product integration"
Sankhya Infotech Ltd, Secunderabad,www.sankhyainfotech.com,n.sridhar@sankhyainfotech.com,"Aviation, Logistics, Hospitality, Web based training"
Sanyo LSI Technology IndiaPvt. Ltd., Bangalore,www.sanyo.co.in,raghu@sanyo.co.in,"VLSI design, Embedded software development"
SAP India Pvt. Ltd., Bangalore,www.sap.com/india,Ruth.Connolly@sap.com,ERP
Sapient Corporation Pvt Ltd,New Delhi,www.sapient.com,agovil@sapient.com,"Integrated strategies, Creatives, technology,Experience Modelling"
Sapphire Callnet Pvt Ltd,,www.callnetindia.com,,"IT trainning, Call centre consulting, trainning &"
New Delhi,,,,"manpower provider, IT enabled services provider"
Sar Softech Pvt Ltd, New Delhi,www.sarsoftech.com,sarsoft@sarsoftech.com,"Software development, IT Enabled Services(GIS/CAD), E-commerce, Internet, Datawarehousing, Data Processing"
Sara Infotech Pvt Ltd, Mumbai,www.sarainfotech.com,sara@giasbm01.vsnl.net.in,"Packaged software development, Onsite / Offshoreservices, Enterprise resource planning, Consultancy and training, Turnkey projects"
Sarla Technologies, Navi Mumbai,www.pidilite.com,apmehta@pidilite.com,"LIMS, CMMS, Industrial Research Software, MPU"
SAS Global Services Pvt.Ltd., Pune,www.sas.com/sgs,surekha.deshpande@sas.com,"Business Intelligence Solutions, Data Mining, DataWarehousing"
Sasken Communication Technologies Limited,Bangalore,www.sasi.com,rajiv@sasi.com,"Telecommunications, Signal Processing, Design Automation"
Satya Infosoft Pvt Ltd, New Delhi,www.sispl.com,jogendra@sispl.com,"E-business solutions, Web solutions, M-commerce business solutions, IT Consulting & Training"
Satyam Computer ServicesLtd., Secunderabad,www.satyam.com,svl_narayan@satyam.com,"Application development and support, Legacymaintenance, Year 2000 and Euro Conversion, E- commerce and Internet technologies, Engineeringservices (CAD/CAMCAE)"
Saven Technologies Limited, Hyderabad,www.saventech.com,saventec@hd2.dot.net.in,"Object Oriented Technology, Advance IT Training (Authorised Training Centre for Java - Partner with Sun Microsystems), Client Server Technology, GIS /CAD / CAM"
Savex Softech Pvt.Ltd.,: Mumbai,www.savexsoftech.com,parag.doshi@savexsoftech.com,"Client Server solution, Web-enabling of information, IT Enabled services, E- Commerce consulting"
SCM Microsystems (India)Pvt Ltd, Chennai,www.scmmicro.com,,"Parallel Port, USB, 1394, ASIC design, Windowsdevice drivers, System Software Applications"
Score Information Technologies Ltd., Calcutta,www.kankariagroup.com,score@kankariagroup.com,"IT Education & Training, Software development, Web development, Resouconsultancy"
SDRC India Pvt. Ltd., Gurgaon,www.sdrc.com,,"CAD / CAM / CAE, PDM - Product Data Management, Reverse engineering, Quality Testingand Inspection, Consultancy & Services"
Searchlight India Ltd,Mumbai,,silindia@bom4.vsnl.net.in,"IT Enabled Services, Web contant development,Internet & E-commerce, Intranet"
SeE Consulting Pvt. Ltd., Bangalore,www.seeconsulting.com,sanjeev@seeconsulting.com,"Telecom & wireless services, e-Business, Banking, Utilities & Power"
SEEC Technologies AsiaPrivate. Limited., Hyderabad,www.seecasia.com,kbuddhiraju@seecasia.com,Legacy Cobol Re-engineering
Selectronic Equipment & Services Pvt. Ltd., Gurgaon,www.selectronicmt.com,veers@del2.vsnl.net.in,"Medical transcription, Data Processing"
Semaphore Soft Pvt Ltd,Bangalore,www.semaphore.co.in,care@semaphore.co.in,Coding industrial and scientific instrumentation;conversion of communication protocols; processor modeling in `C'; Web enabled e Appliances
Servion Global Solutions Ltd, Chennai,www.servion.com,raghunadan@servion.com,"Contact centre, Web enabled call centre, CRM system integration"
Shapre Global Info ServicesLimited, Chennai,www.shapreglobal.com,shapre@shapreglobal.com,"E - Commerce Solutions, CAD / CAE/ GIS Solutions,Communication Software, Multimedia"
Shoghi Communications Pvt ltd, New Delhi,www.shoghi.co.in,shoghi@nde.vsnl.net.in,"Encryption Solutions, E-services & solutions, Customised Software Solutions, training & Education, Java /Corba/Con/ Dcom"
Shyama Software Solutions(I) Pvt Ltd,,www.shyamasoft.com,binod@shyamasoft.com,"Web centric & extranet solutions, E-commerce application, GIS database & application development,"
Specialisation: Location: New Delhi,,,,Multimedia based content development
Siemens Information Systems Ltd., Mumbai,www.sislindia.com,anil.laud@sisl.co.in,"Core Software Engineering in Medical, Telecom & Transportation domains, SAP R/3 Product Resellerand largest Implementer, High end consulting in the"
Siemens Public Communications Network Ltd., Bangalore,,christopher.john@blr.spcnl.co.in,Telecom Software
Siemens Shared Services India Pvt Ltd, Bangalore,,munjuluri.rao@blr1.siemens.co.in,IT Enabled services
Sierra Optima Ltd., Hyderabad,www.SierraOpt.com,skhendry@sierraopt.com,"Custom Development & Integration; Product Implementation & Upgrade; Maintenance & Support; Enterprise Application Integration (EAI), B2B, ProcessIntegration, eCRM, Oracle eBusiness Suite, Business Intelligence & Data warehousing, ERP Services"
Silver ValleyCommunications Ltd, Kolkata,www.silvervalleyworld.com,gkundu@silvervalleyworld.com,"E-commerce solutions, Interactive wensite/portaldevelopment, Client/Server software development, M- commerce"
Silverline Technologies Ltd., Mumbai,www.silverline.com,kumars@silverline.com,"Premier eBusiness consulting and IT services company. Delivers development and integration services to automotive/discrete manufacturing, financial services, healthcare/insurance, technologyand telecommunications industry"
Simplysoft Technologies PvtLtd, Bangalore,www.simplysofttech.com,pvasads@simplysofttech.com,"Product Selling-accounting solutions, E-learning,Software development, ASP"
SIP Technologies & Exports Ltd, Chennai,www.siptech.com,info@siptech.co.in,"Internet / Java Technologies, CAD / CAM and Engineering Services, Enterprise Applications"
Siri Technologies PrivateLimited, Bangalore,www.siri.co.in,vikram.m@siri.co.in,"Offshore Maintenance, Off Shore services, TurnkeyProjects"
Sitel India Pvt Ltd, Mumbai,www.sitel-india.com,sudipto.mukherjee@sitel-india.com,"Customer Acquisition, Technical support, Customer Care"
Skyline e-tech, Cochin,www.skytlineetech.com,skylines@md3.vsnl.net.in,"Software solutions for builders, contractors, Estimation software,"
Skytech Solutions Pvt Ltd,Calcutta,www.skytechsolutions.com,dkchaudhuri@skytechsolutions.com,Airline and Transpotation Software Solutions
SLK Software Services Pvt Ltd, Bangalore,www.slk-soft.com,jayakumar@slk-soft.com,"Distribution & demand Chain Management, B2B & B2C E-commerce Solutions, Online Training, Workflow based office automation solution, FloodInsurance"
SLM Soft India Pvt Ltd,Mumbai,www.sawaal.com,manu@sawaal.com,"Internat and E - Commerce- Both Consulting relatedProducts, High performance web- based products"
SM Telesys Ltd, New Delhi,www.smtelesys.com,smes@vsnl.com,"Computerising cable network, GIS, Computerised paging, Project feasibility"
SmartData Enterprises(India) Ltd, Chandigarh,www.smartdatainc.com,rajanv@smartdatainc.com,"Offshore / Onshore Software Consulting, DataManagement, Data Analysis, Mining and Processing, E-Commerce, Web enabled applications, IT Enabled Services, Application development / Maintenance,Application Reengineering"
SNS Technologies Pvt Ltd, Pune,www.snstech.com,jayant.deshmukh@snstech.com,"Quality Assurance & Testing, Web application Development, Contect Aggregation"
Sobha Renaissance,,www.renaissance-it.com,,"Healthcare: EHS, Enterprise consulting, Re-"
Information Technology, Bangalore,,,engineering
Soft Systems Pvt. Ltd.,Cochin,www.softsystemsindia.com,achamma@softsystemsindia.com,"Agri - ERP Solution, Software Consultancy"
SoftDEL Systems Ltd., Mumbai,www.softdel.com,sunil.dalal@dalal-group.com,"Open Systems, embedded system, Real time system, software solution& services for intelligent devices"
Softek Limited Specialisation: Location: New Delhi,,www.softeklimited.com,murali@softek.co.in,"Application Re-engineering using client server technology, Product development and support,Custom Application Development, Maintenance support and porting, On-Site Services"
SoftProjex (India) Limited, Hyderabad,www.softprojex.com,dinesh@softprojex.com,"CRM, Wireless, Voice, SCM"
Software Technology Park –Patna, Patna,www.iibm.org,uksingh@vsnl.com,"Training and Research, Consultancy, SoftwareProduction, Internet and web development"
Software Technology Parks Of India, New Delhi,www.stpi.soft.net,manas@stpi.soft.net,"High Speed Data Communication, Infrastructure for Software Development"
Solitar Systems (India) PvtLtd, Gurgaon,www.solitarysystems.com,a.kumar@solitarysystems.com,"e-CRM, e-learning, e-commerce, e-businessapplications"
SolutionNET India (Pvt ) Ltd, Chennai,www.nsavvy.com,atul@navvy.com,"Software consulting, software products & services, E- commerce based solutions, project management &systems integration, internet banking"
Solutions Infosystems Pvt. Ltd., New Delhi,www.siworldwide.com,anil@siworldwide.com,"eBusiness,eMarkets, Technology Audits & course corrections"
Solutions IntegratedMarketing Services Pvt Ltd., New Delhi,www.solutions-intg.com,srikant@solutions-intg.com,"Call Centers, Channel & Distribution support,DirectMarketing, Web & Internet support, Customer Acquisition support"
Sonata Software Limited, Bangalore,www.sonata-software.com,info@sonata-software.com,"Product / Application Development : Re-engineering of Products / Applications Localization of Software, Conversion, Migration & Maintenance of Software Applications / Products, Consulting Services :Groupware, RDBMS / Datawarehousing, Web Technologies /"
Southstar Data ConsultantsPvt. Ltd., Bangalore,,southstar@vsnl.com,"Software Products, IT Consulting"
